asin,title,brand,price,related,imUrl,salesRank,categories,description,pic_downloaded,boots,sex,image_path
B00EZAN46I,Cowboy Professional - Womens Sitched Leather Floral Overlay Cowboy Boots with Snip Toe,,149.99,"{'also_viewed': ['B00DWJ437C','B00DYX0WBC','B00F3EG9WG','B00D10KEFM','B00ID7BFEM','B00F3E55MQ','B00DWF6WFM','B0044QYFM0','B009750CHK','B008KCTHZE','B00EYJ9NHO','B00DWKJ48O','B00GEHIO2O','B007P5U2M4','B00F3EH20Y','B00GEHII20','B00DWKIZZC','B00EYPJYH2','B0077QNAUW','B00E1Q7WH8','B00HQCGKNG','B00DWISI38','B00EYQ9Z0W','B00F3EHIIA','B0078IUBSS','B0044QZEE8','B00A2K059E','B00EYR6ZR2','B007RN671O','B00GEG7BTW','B00418BEL6','B00EV4PB3W','B00GEFJA9C','B00F3E5KRQ','B001ASCRB6','B00F01J85W','B00F3E7NKS','B00EYR72DI','B00DWG5Q9Y','B00F3ECKT2','B0051SDRQ0','B009A9Q3LW','B00EAI4AD6','B002SNBI7G','B00GB6TKSK','B003B3P0TO','B00F3EFZAI','B00508DAUE','B00DWJ440I','B00DU1LAMI','B00GEG7HI2','B004TF8G80','B00EYPQCR2','B00EZA4GT2','B00DWJ3ZPS','B00GEF5C76','B0062FSJGE','B00GEHIM3K','B00BFSCM02','B00EZA4S4A']}",http://ecx.images-amazon.com/images/I/51UjodXItZL._SY395_.jpg,{'Shoes': 473077},,,True,True,women,pics_boots/B00EZAN46I.jpg
B00A0BN8JY,Style &amp; Co Megg Womens Suede Fashion Ankle Boots,,,"{'also_viewed': ['B00A3FUVT2','B007MLG66W','B00GA96QJY','B00C8UM3T6','B00E7Y3WWS','B00E7Y3SWM','B00GWQZHCW','B0026SFXME','B00CM5ZUK6','B00C8UM4ZO','B009EG7VTO','B004TLW5X6','B003GADFMQ','B005PSYUJO','B00G6ORJ94','B00FAAJ5YW','B0091KWYHC','B004ZDMB8C','B009438HJA','B003CY6ZO6','B00B7A0RQY','B005PF6ZC2','B00HG1T1DS','B00HFH9XAE','B00BNQJ8YE','B0091KXI3Q','B005FPTD76','B00AXAHN7A','B007RLK0HS','B009XJKXWE','B00915QDEC','B009KTWUAA','B00EZDXHGC','B005P3OST6','B009F0IZY4','B00D9DR486','B00A3FVABA','B00AB2Q8WG','B005P4T4WG','B005QAX722','B005PTAY2A','B00H03NRBE','B005QBN0R8','B00KO3P0IA','B00FEVP1PE','B008O51JRQ','B0089GG4X4','B0085WCPH6','B00H38VRUO','B00BSI4RP2','B0089GI2FW','B0096UL4QY','B00HU7W0O0','B003KK6IXA','B00ATRV1RU','B005QBMRUY','B00B7A17J0','B007QZPVYW','B00AFJ0MGS','B00EU3BAS4']}",http://ecx.images-amazon.com/images/I/31%2B-T-7QggL._SY395_.jpg,{'Shoes': 41731},,,True,True,women,pics_boots/B00A0BN8JY.jpg
B00FX8NB6Y,Top Moda Women Pack-72 Boots,,,"{'also_bought': ['B00AQBQ8XG','B00F4CEMV2','B00GYL8QV4','B00E450EIA','B00AVPHH4Q','B00GYK9K1A','B00EPQEAJ2','B00AEKWT8W','B00EPRATAK','B00KQ2DR6G','B00BFZQIE6','B00E8PWJRU','B009ZXLMNM','B005EEJTAO','B00F0XQFII','B008X2B17S','B00EZ8NZM8','B00AVPH7RI','B00AODVTK8','B00L3EFQ4C','B00L26ZDOY','B00F3IDC0O','B00AA8X6IU','B00BNYLZVU','B00AOCX3TE','B00AF30JXU','B008MPH6OI','B00GUYERXG','B0088P5JSW','B00IDG430Q','B00GT9PUTW','B00EVVX5AQ','B00EU3BAS4','B009AS9P2W','B009NUOVBC','B00BNPGKKU','B00DOTDJHK','B00BLW2PZY','B00DR4LUQY','B00IZOFKHG','B003LF30CG','B00J2RJ8H8','B005P4T8RM','B007FMC8I8','B00DZI0AFO','B0094FYTA4','B00EJNYM1M','B00HUOET0G','B005O30Q0M','B00BPNX7MO','B00DGBNUQG','B00JJ5FCS2','B007GB6WJY','B00JBYKENE','B00EVSNWD4','B00CL8FP5O','B00B7O8F8C','B000H7WRQQ','B00EPQIZZW','B008MP3UCU','B00JBVJL1I','B00EE2LE1E','B00LABD7F8','B00A9OXDVK','B0000ESAUL','B00A311PMI','B00CKXTPM4','B00C7JB790','B00JLUGYP0','B009OKPR96','B00J3V4440','B00E955EOO','B0094G8RKQ','B00F3DUOPU','B00B30HX7O','B004BQ5SAQ','B00GZ6NLF4','B00E1JOC0A','B00JJIO2WQ','B008A1HIBU','B00BFFOZU0','B004YZ82RU','B008WZCE9A','B00DOVMYLK','B00JSK68GI','B00I5SGUZ8','B00J8EF9YQ','B00IXHMKX2','B00I2O7MQ6','B00FQDRXKQ','B00CVVJ0LQ','B00GB39YCU','B00B7OM6VY','B00EMSVG54','B00902G8RS','B00D454AWC','B0075079JS','B00CQGUSYY','B00LEEKSZS','B00HE8Y5YS']'also_viewed': ['B00F4CEMV2','B00AQBQ8XG','B00BFZQIE6','B00E450EIA','B005EEJTAO','B009ZXLMNM','B00EPQEAJ2','B008X2B17S','B00EJZUCQY','B00F0XQFII','B00CO24KNA','B00AEKWT8W','B009B055PK','B00CQ80NW4','B00KQ2DR6G','B009TJEZOU','B008WMIF4G','B00HGVGDVG','B00EPRAJ7S','B009NUOVBC','B00GYK9K1A','B00HJ0VNM8','B00GYL8QV4','B00BNPGKKU','B00EP396JO','B009AS9P2W','B00B323880','B00HJ0ZXJC','B00CPBRZXW','B00G64UPZE','B00CKXIFMK','B00IAD62ME','B00AVPHH4Q','B009GKVN88','B00DP64K34','B00EPRATAK','B00IDG430Q','B00AEKWS9C','B00KFRMDFS','B00G9D179U','B00FCRAEY8','B00AHJEXC0','B00FHBN3PQ','B00HJ0WVCO','B00BFMCMT4','B00GSXMY3O','B00BB7EP6Q','B00DZVMKSQ','B00I0Z8WHA','B004KKEAVG','B008WMMDGW','B00FP46ZAK','B00AEKWSGK','B00G564HVQ','B00DHJ2QHG','B00G4EZ5Y2','B008OP4518','B00AVPH7RI','B00CF5C6HI','B008VX290W']'bought_together': ['B00GYL8QV4','B00F4CEMV2','B00AQBQ8XG','B00AVPHH4Q']}",http://ecx.images-amazon.com/images/I/4193uADerZL._SY395_.jpg,{'Shoes': 319},,,True,True,women,pics_boots/B00FX8NB6Y.jpg
B00FNHN89K,"""Breckelle's SEATTLE-13 Women's Lace Up Mid Calf Combat Boots""",,,"{'also_viewed': ['B00AEKWT8W','B008V1XH46','B005DD2JIK','B009AS9P2W','B00FCRK86M','B008X2B17S','B00HJ0ZXJC','B00FP46YII','B00FP46ZAK','B008WMMDGW','B00BETMSJ2','B00BETMQNU','B00CPBRZXW','B00BFZQIE6','B005EEJTAO','B00G64UPZE','B00EPQEAJ2','B00DN6L6FG','B00BH9R1WI','B00FNHL8UQ','B00GRHWKAI','B008WMIF4G','B00DI3OO5S','B009TJEZOU','B00EP396JO','B00IDG430Q','B009B055PK','B005XLQZM8','B00AEKWSGK','B00FRLOVGG','B00EY6KJMU','B00ESMGN3O','B00G4EZ5Y2','B00BFQLZPC','B00B323880','B007GGP4FW','B00CQ80NW4','B00HPLPOP8','B00CKXIFMK','B00F0KT2WC','B00F4CEMV2','B00AQBQ8XG','B004KKEAVG','B00EPRAJ7S','B00EH0YINE','B00AEKWS9C','B00IAD62ME','B00AEKWSZ6','B003WUSUT8','B009ZXLMNM','B004RKKJ0A','B00FHCFYJ8','B00HGVGDVG','B007HI6WZ0','B00EJZUCQY','B00G564HVQ','B00I0Z8WHA','B00FZ5Q7V6','B009GKVN88','B00BNPGKKU']}",http://ecx.images-amazon.com/images/I/41rIdTfoQ9L._SY395_.jpg,{'Shoes': 154116},,,True,True,women,pics_boots/B00FNHN89K.jpg
B004OC0550,"""Northside Women's Crystal Winter Boots""",,34.0,{'also_viewed': ['B004OC04RE']},http://ecx.images-amazon.com/images/I/41iatOaCc0L._SY395_.jpg,{'Shoes': 111309},,,True,True,women,pics_boots/B004OC0550.jpg
B00AKLE0JQ,"""Women's Knee High Foldable Fashion Boots""",,,"{'also_bought': ['B00919GY7E','B0097B0KBM','B00919FZWY','B00GJKSWIM','B00EQR3RE4','B00A8YXHKS','B00919HQDK','B002JTX90I']'also_viewed': ['B0097B0KBM','B00H4QMWAE','B00919HQDK','B00A6UARO8','B0097B650M','B00HRQU44C','B00BG0EZ1I','B00919GY7E','B009VN935K','B0091KYII0','B00CMGRVIY','B003DWZV9W','B004QMXLPO','B00CMV40CO','B007G4ZPPI','B00D5OYK4U','B004VCQQPG','B00G2T8N9I','B002LCEJHA','B0069WBIOK','B00J2NPOZW','B003HCB5YS','B0018ND8KC','B005EK7LCQ','B008OGMWOY','B00919FKD8','B00EUIGCS2','B00A044PK2','B009N79LFG','B00EH0Y89S','B004ZDMB9Q','B00CZ4ZONW','B00G34XVT4','B009VIZXTK','B00919FZWY','B007E5AHG6','B00AQ3VMUS','B00EP3AL66','B00HJ10T3Q','B00EN6OLBG','B00GJKSWIM','B00D5OYIRY','B0018NE61C','B00LNT51NS','B0091DOFM6','B0086QBR2U','B0094ILEJA','B0089GFR2S','B0050GALHQ','B0050FU9QK','B00AM6YBM0','B00EI47Z9S','B00919F9LQ','B008PBWGN0','B0089GH4BU','B0090S9GOY','B00FH2PGPK','B00H5IYFW4','B00H2VRZEY','B00L4QORPI']'bought_together': ['B00919GY7E','B00919FZWY','B0097B0KBM','B00EB5Q7RK']}",http://ecx.images-amazon.com/images/I/41oZDDwHhjL._SY395_.jpg,{'Shoes': 60623},,,True,True,women,pics_boots/B00AKLE0JQ.jpg
B002A1BTDE,Womens Knee High Boots White GOGO 3 Inch WIDE CALF Sexy Block Heel Knee Boot,,57.99,"{'also_viewed': ['B007L023SY','B0013JI5RM','B003O86MZW','B00284B0AK','B0018NFT5E','B000S4DZKU','B00125NUCC','B000AUJ358','B00GMM2MMO','B0018N8IQQ','B0018NHROU','B00B4BCB2E']}",http://ecx.images-amazon.com/images/I/31gTmjZOCML._SY395_.jpg,,,,True,True,women,pics_boots/B002A1BTDE.jpg
B00EY6DZQC,"""Lilianna CAITLYN-46 Women's Camouflage High Heel Ankle Boots""",,,"{'also_bought': ['B00GG3Q6K8','B00FNHMERW','B00FRKTKEA','B00GSK0CDQ','B00H3NHK3M','B00JNHRRQG','B00H9FJSB6','B00C01ME0Q','B00GQR2PUY','B004XJGAAS','B00D5CKQIG','B00GUG12WI','B00IBCHTOO','B00HUVA020','B0060LL0W0','B00DW4NC2E','B009TFOV02','B00IKOZTKY','B00CVVJ0LQ','B00DDMYJ04','B009TFOU3U','B00F1H3U2M','B00CZA6M0K','B008BVMP7Q','B00A8YXHKS','B00E86KZ02','B00C9X44EE','B00L8V6H5M','B0094DZ05O','B00D3CG5VA','B0091XSG9Y','B00DP5ZIXG','B00CWJ6L00','B00CSEX0T4','B000ENAL8Y','B00GCSNKJ2','B002YJ7BA2','B000QH2B54','B000JQSD4U','B00DB9TZ3U','B004FAJFDO','B00BFFOZU0','B003LPUOI4','B001P4BWOS']'also_viewed': ['B00GG3Q6K8','B00FNHMERW','B00HRN3AOQ','B00IBCHTOO','B00FRKTKEA','B00H3NHK3M','B00GSK0CDQ','B00GUG12WI','B00H9FJSB6','B004XJGAAS','B00GQR2PUY','B00IOEOI4I','B00H3OAAYM','B00F368R3I','B00LMH42K4','B00CZF5YFE','B00FC6HSP2','B00JBATVA0','B00IL6LWBG','B00G1XMTB8','B009IFAH9C','B00BQREPCK','B00JNHRRQG','B00IDDR8M4','B00I4MTE80','B00KYOI932','B00IDDQZEG','B00J2QVJR6','B00GZVWAGK','B005FO33NC','B00FF8S0OU','B00CZA6M0K','B005KPMONQ','B00EZEECOW','B00FC7VP3W','B00IKOZTKY','B00JNH2J0U','B00G7SMBP6','B00G80LU4G','B00HUVA020','B009TFOU3U','B00EWBGCLO','B00B2FNYO6','B00KNCGPHW','B00G5AZEJQ','B00ISLY0LI','B00G9ARB4I','B00B8CNKXS','B009TFOV02','B00EZEC9FQ','B00HJ1EZ90','B00J2QWJGQ','B00D5CKQIG','B00AMWGB3G','B00HR24HT4','B00F306D58','B00FTS9U0E']'bought_together': ['B00GG3Q6K8','B00FNHMERW','B00FRKTKEA','B00GSK0CDQ']}",http://ecx.images-amazon.com/images/I/51TXXWHo55L._SY395_.jpg,{'Shoes': 5376},,,True,True,women,pics_boots/B00EY6DZQC.jpg
B0067OVFEI,Journee Collection Girls Buckle Detail Suede Kitten Heel Boots,,,"{'also_bought': ['B0067OVJC6']'also_viewed': ['B008CN3C02','B009OS8QNM','B0067OVJC6','B00ENNUMWG','B008CN3PKY','B00HB79ONO','B00GMRJA10','B00IQ62P3K','B00ENN1XK6','B008CN43AU','B00FUOTTYE','B00GXR0GYO','B00CTLP9MW','B00ABE39FS','B00EZ8DTK6','B00FMM1AS2','B00AWKM574','B00I1K4GOW','B00AL4IPDE','B00H4SHZPO','B00FUOVTGK','B00GMRLQDK','B00IG90QC4']}",http://ecx.images-amazon.com/images/I/31xSCHWbfkL._SY395_.jpg,{'Shoes': 176405},,,True,True,women,pics_boots/B0067OVFEI.jpg
B0053S7R5A,"""Journee Kids Girl's Slouchy Accent Mid-calf Boots""",,34.99,"{'also_bought': ['B005QALK4Y']'also_viewed': ['B00EZ8DTK6','B005QALK4Y','B00FD8R49E','B005QALWHO','B00EZ8DDKC','B00ABE39FS','B00EZ8AV5M','B00FRV45OO','B00EZ8E860','B00EZ8C4X4','B00AQF9EI8','B00EVPAIHK','B005QAA0ZE','B007F94LRW']'bought_together': ['B005QALK4Y']}",http://ecx.images-amazon.com/images/I/41Bx-SB5QGL._SY395_.jpg,{'Shoes': 55474},,,True,True,women,pics_boots/B0053S7R5A.jpg
B005T4EUO4,"""Tony Lama Boots Women's Khloe VF6010 Boot""",,,"{'also_bought': ['B00EKTRJ2Y']'also_viewed': ['B00EAI4AD6','B00971JPM2','B008J13F3Q','B009750CH0','B00ID7BFEM','B00418BEL6','B00GX2BJHW','B008J13F1I','B008YTZCBQ','B003B3OWDY','B0078IUBSS','B007RN671O','B00EAI4AF4','B0044QYFM0','B009750B8K','B007RN670K','B004TF8G80','B008KCTHZE','B00D10KEFM','B003B3P0TO','B008J13FQS','B005I3VZ3K','B00971JPKO','B00CAE7F70','B00DZ4T9I2','B00DZVFZP6','B005GJFL9A','B00EAI4ACC','B005UVQIKK','B008J13GEO','B0088WANEK','B00BJF7YCM','B008J13H0C','B005CMII46','B007YZBRHO','B0037V02KM','B0062FSJGE','B0051SDRQ0','B008J13F2M','B007O283M4','B008J13GC6','B009A9Q3LW','B007P5U2M4','B005GIYNI6','B005I3VYKY','B00418726C','B008J13F3G','B0044QZEE8','B00882UF34','B00DZ4RU1K','B005D5ZSVS','B00A2K08LE','B00IGRDYUW','B002SNBI7G','B00451XJB2','B00JE8WE1C','B005COZSNS','B00LWALHX6','B00EL7DVEK','B001ASCRB6']}",http://ecx.images-amazon.com/images/I/41hu3lPYWDL._SY395_.jpg,{'Shoes': 948},,,True,True,women,pics_boots/B005T4EUO4.jpg
B00FMM14T2,Baulina Womens Faux Fur Button Shearling Boots Beige,,15.99,"{'also_bought': ['B00FMM1JR4','B00HHFBP2S','B00ESG3C2A','B009OLCOUK','B009PSKTEA','B005HURKRY','B008MPH6OI','B00AY7YMLW','B00G9CEUYK','B0092ORQ5W','B005PTA7AE','B007HR877C','B0094FYTA4','B005PSYHP6','B009PRE6LI','B00AYB741I','B00EVVX5AQ','B005PWW7HM','B005QAX722']'also_viewed': ['B005HURKRY','B00G9CEUYK','B00FC1W5IW','B008MPH6OI','B009PSKTEA','B00FMM1JR4','B005QBN2RG','B0085B924Q','B00AY7YMLW','B005PWW7HM','B00FXHFWXA','B005PSYHP6','B00H4SHVEE','B0061XWE18','B00FE6ORMC','B00G3KZVL4','B00A4PXOPE','B009PRE6LI','B00GJJY1RO','B005PTA7AE','B00AT6ARS0','B0092ORQ5W','B003CYM702','B009OLCOUK','B005407SEW','B00GT8AG7Y','B009OLEV6A','B00AYB741I','B009ZM6GB6','B0051VE2SO','B00H4SHRUC','B007HR877C','B0073E5UR4','B006GGEKEE','B00GA96QJY','B006WY7HQS','B003FSTQUY','B00A97YQJU','B00GABG2UA','B009OLBUQO','B0062MXWQY','B00HHFBP2S','B00HVL3E9U','B009N5MQ0A','B003DNR75C','B00G3KBUTQ','B0084DKW0I','B002QXL1D4','B0054T6ILW','B00FKI3KYU','B006EI7HLM','B006GQJVLQ','B00HKR3R24','B00GVMZ2W2','B00C8UM7X8','B00H9M2X8E','B0012FX3GU','B00A0S66G4','B00JLPYEZW']'bought_together': ['B00HHFBP2S','B00FMM1JR4','B00ESG3C2A']}",http://ecx.images-amazon.com/images/I/41wOwioSXAL._SX395_.jpg,{'Shoes': 82217},,,True,True,women,pics_boots/B00FMM14T2.jpg
B00HGH5XVG,"""Women's Mid-Calf Suede Designer High Heels Boots 5 Colors to choose - Houston""",,24.8,"{'also_viewed': ['B00CZ4ZONW','B00H9FJSB6','B00GSK0CDQ','B00D5OYIRY','B00F306D58']}",http://ecx.images-amazon.com/images/I/41W3xhrYZtL._SY395_.jpg,{'Shoes': 448717},,,True,True,women,pics_boots/B00HGH5XVG.jpg
B0076R7ACQ,"""Orthaheel Women's Nell Tall Boots - BlackUS 8""",,,"{'also_bought': ['B008OC7V4O','B008OC7WCU','B008OC7WNY','B0025ZLCNC','B00E0BELBE','B005C4DZFQ','B001HEN9JM','B00E04OU6C','B00E7Z7WGO','B00E0OGSVW','B005C23YL8','B008OC7VRQ','B008OC7UVS','B00AW12Y2O','B00E0BC4NG','B00BZM71TA','B007DIYGIE','B005H411DE','B003JVTDY6','B0044GG2PI','B00E0QCAYE','B00DH16DDM','B00E0P5XTO','B00E0P4LQU','B00E0BGUZY','B00E0QDXH2','B008OC7WXE','B00GDQZN6Q','B00BZM7FAK','B00E7Z8KNS','B00AQWVSTY','B00AZ27SGW','B00DH17I8G','B00AVZXN2Q','B003JVZJ6C','B007DIYGV6','B003JVPGTW','B00AXKVC1S','B001TAG2FW','B00AW0FNVO','B00B1SQM16','B00AZ23SJS','B006LTPKS6','B003JVPHA0','B00AW08JCO']'also_viewed': ['B008OC7V4O','B005C23O9K','B00E0QDXH2','B00E0QCAYE','B008OC7WNY','B008OC7WCU','B00E7Z7WGO','B00E0NXD2K','B0093DHXU0','B00E0P5XTO','B00E0P4LQU','B00GOC73BC','B00EE4A490','B00AXKVJ2U','B00DH17I8G','B008OC7VHQ','B00BZM71TA','B00EEVGCLW','B00E04OU6C','B00E7Z8KNS','B005C23YL8','B00E0BC4NG','B00E0OGSVW','B00E0O88YC','B008OC7WXE','B00E0BGUZY','B005H411DE','B00E0OHYZ6','B00HIDYYU4','B007DIYGIE','B00E0BCY8Q','B00HIDM8BG','B00E0P21P8','B005C23QWK','B00E0BELBE','B00AXKV9FC','B00HIE1NKM','B00FN39PAK','B005C23VG6','B008OC7UVS','B00AZ27SGW','B00HIE16BS','B00HIDZH7I','B00HIDYQAC','B00AQWVSTY','B00HDKDG60','B00HIE07UY','B00DA3NUAG','B00HFEGHAG','B00HIDZZ34','B00I0NY6CW','B00E0O3LWQ','B0025ZLCNC','B00AXKVC1S','B005XFLBGY','B00HIDYNFU','B00AXKU7MI','B00AXKUPS4']'bought_together': ['B008OC7V4O','B0025ZLCNC','B008OC7WCU']}",http://ecx.images-amazon.com/images/I/41l6j7APAQL._SY395_.jpg,{'Shoes': 72469},,,True,True,women,pics_boots/B0076R7ACQ.jpg
B00FHLOLHK,Multi Straps Combat Ankle Boots for Girls,,24.99,"{'also_bought': ['B00AMCH6BW']'also_viewed': ['B00AMCH6BW','B00EK3SZ1E','B009NUOVBC','B00DZVMKSQ','B00FHLOAI0','B00E8MV8Q6','B00E8PZ4JK','B00GN5J142','B00JLAXI6I','B00D9FKEJ0','B00EH0IBU0','B00HNHQSDQ','B00EEIEEJ2','B00I0I5D7Y','B00EH0IGMS','B00HAUL20A','B00JLAWSP0','B00HNBAHKM','B00CTLP8DM','B00G67PAJ2','B007T4Y27C','B00G3MP4G4','B00BR8ZODW','B009D0UDAK','B00I02FXIO','B00CTLP8BY','B00AM481BO','B00G346K38','B009K7DGY6','B00BFZQIE6','B00K1MOZ7Q','B00ELMNJ8I','B00FZ888V0','B00F2L9BIO','B00G30U9F2','B00ELMNGW2','B009ZXLMNM','B00FRUO6TE','B00HGIAA7C','B00FMHF4MA','B00IDG430Q','B00EZ8DDKC','B00G345Y9E','B00ENNUMWG','B00EZ8G16U','B00EZ8DTK6','B00B323880','B00E195KME','B00G5SUJ70','B00K0OAY02','B00F2MHLNA','B00HB79ONO','B00F4CEMV2','B00FGKK9WI','B00G325FBI','B00K6UILPK','B00G64UPZE']}",http://ecx.images-amazon.com/images/I/41vJql6NlCL._SX395_.jpg,{'Shoes': 113101},,,True,True,women,pics_boots/B00FHLOLHK.jpg
B005RQWX48,"""Women's Knee High Lace Up Back Flat Suede Boots Brown 5.5-10""",,35.95,{'also_viewed': ['B00GNGMK62']},http://ecx.images-amazon.com/images/I/41oF-6QsoCL._SY395_.jpg,{'Shoes': 247198},,,True,True,women,pics_boots/B005RQWX48.jpg
B005C2KWRM,"""Spring Step Women's Timeless Leather Boots""",,119.99,"{'also_viewed': ['B00CP65YNK','B0093DKMY4','B005H3ZZ3W','B00CP63298','B00CP616PA','B0093DK1TU','B00CP62XBQ','B0093DKEEC','B0093DKYUQ','B001JEOZWA','B00CP5YOEQ','B00B5HDTYQ','B00CP5WGUK','B00CP602AU','B0096TD22O','B00CP5WF5G','B005EJZ9DU','B00949Q7FA','B005EJZA4S','B00CP63XE2','B005LCTWP6','B00CP5WXXK','B00B1ZB548','B003TV4MJC','B005EJZ9LC','B0093DLCNE','B00B1Z8CKI','B006ZZTBS6','B00CP66LLO','B00949U44U','B008XI79QE','B008XI79AA']}",http://ecx.images-amazon.com/images/I/41zyj4VIRqL._SY395_.jpg,{'Shoes': 274074},,,True,True,women,pics_boots/B005C2KWRM.jpg
B003JJO3C0,UGG&reg; Australia Kaylana Black 6 Womens Boots,,160.0,{'also_viewed': ['B00CXWHCIG']},http://ecx.images-amazon.com/images/I/41O6OSO0RVL._SX395_.jpg,{'Shoes': 441550},,,True,True,women,pics_boots/B003JJO3C0.jpg
B00GG852PS,"""QueenFashion Women's Cow Leather Short Plush Solid Ankle Boots with Zippers and Metal Buckles""",,,"{'also_viewed': ['B002PDPFD2','B00DUR1KPO','B007V2Z1T0','B00ATYGMQI','B004WDYPBQ','B00509YMPU','B00ATWQCF6']}",http://ecx.images-amazon.com/images/I/41GA7I2L3VL._SY395_.jpg,{'Shoes': 365550},,,True,True,women,pics_boots/B00GG852PS.jpg
B005Y06ZRI,Link Purple Faux Suede Toddler Girls Size 10 Open Toe Heeled Boots,,,{'also_bought': ['B008CN43AU']},http://ecx.images-amazon.com/images/I/41VMwZtLmFL._SY395_.jpg,{'Shoes': 182201},,,True,True,women,pics_boots/B005Y06ZRI.jpg
B0058ZRT24,"""Drew Shoe Women's SIENNA Comfort Casual Slip On Boots""",,,"{'also_viewed': ['B00FOW28E0','B00FDWBNBA','B00FDXV8VE','B006LZTD4W','B0045TRMMQ','B0095AIJKO','B002VM0BUE','B0018B6248','B006R3DIJO','B0099N1EB8','B003YUEDBU','B0045TVJ1Q','B0045TVIVM','B001ATUJRY','B001ATN3CM','B005F2F292','B001L5SY9M','B0081M7AIO','B002PDPFD2']}",http://ecx.images-amazon.com/images/I/41TczVIV-AL._SX395_.jpg,{'Shoes': 200956},,,True,True,women,pics_boots/B0058ZRT24.jpg
B00FNHJJLG,"""Breckelle's APACHE-21 Women's studded military mid calf combat boots""",,,"{'also_bought': ['B00FNHLAI6']'also_viewed': ['B00FNHLAI6','B00A1YHGLG','B00FNHKCL2','B007V2Y7YA','B00EZ8H5MY','B00C7CXVKU','B00HJ0VHHY','B00C65YIN2','B00CFORLYC','B00FEL1TZA','B00FZ63E20','B00EZ89F3Q','B00EPRAJ7S','B009ZXLMNM','B00BPTGZT0','B009D9OGEA','B00GNDXPH8','B00IDG430Q','B00FIY1WNM','B00AEKWT8W','B00AHJEXC0','B00FLJGGTY','B00FNHMW56','B00FEL1Y5U','B00BNPGKKU','B00DMEO91M','B00F89B4VC','B0099JGJ0S','B00AODVTK8','B00BP4VZ8G','B00CQ80NW4','B00AQ8TXKE','B00GF2893M','B00EPRB3UU','B007U080P0','B0090XUSE6','B00G7BW6D0','B005PDBE5C','B00FNHL8UQ','B00FRLOUEE','B00F8MKE6A','B00ANHJCPO','B00919GY7E','B00HCYCW6W','B00HGVGDVG','B00CO24KNA','B00EJZUCQY','B008LUBJSI','B006WWULAO','B0091DOFIU','B0085JDZNW','B00I0Z8WHA','B00EZ8GA5C','B00C7KTJX0','B0065CTQWK','B00C9OFWX0','B00DOTDJHK','B00B9AME1S','B00F9NXMGM']}",http://ecx.images-amazon.com/images/I/517s7bpGQ%2BL._SY395_.jpg,{'Shoes': 132230},,,True,True,women,pics_boots/B00FNHJJLG.jpg
B00802JO7A,"""UGG Australia Women's Lilyan Boots""",,,"{'also_bought': ['B000PSTZ8A']'also_viewed': ['B001F8Q1HM','B005ON8CWQ','B001GS2IZ0','B00CXWHCIG','B0049WMCN8','B00DVQ9HV8','B00D0DPGI0','B00CXUCY86','B00CX6UXYC','B0094K5EBC','B005P33I2O','B00D89ECPO','B00D0DO0PU','B00D0DQSAU','B00CXW6C0U','B00DUZT4O0','B003WGUB7Q','B00EW1NJXI','B00CXDXVAS','B00D0DOZFK','B004HZ8AI8','B000PSTZ8A','B00FIV4Y94','B005MZX4O2','B00HNYSIIC','B00DVPYXNG','B00CXVNRKE','B00BAZCJJE','B00DH3FVOC','B00DUZS7Z2','B00CXDY4TK','B003ELP3AE','B00CXVJTRO','B006GQJVLQ','B000II73O0','B00GY9QRTE','B004PY9J4K','B00CXTZ6T6','B00BCJV7H8','B00EW1FLOS','B00E4YSZ14','B00GT5O4L6','B004PYBLPK','B004AX9XJ2','B004I9WUYS','B007HR877C','B00A2WY32C','B0031MAI0G','B0068U3ITG','B002J9GDSI','B00HNYWW9S','B006L04J6O','B00CXWVXFE','B00CXV1ZVW','B005D7LWHU','B006QN7CS8','B00CXVLP5I','B00FIV50CE','B00GY8RZW8']}",http://ecx.images-amazon.com/images/I/41MeSZW5%2BDL._SX395_.jpg,{'Shoes': 109912},,,True,True,women,pics_boots/B00802JO7A.jpg
B006LR22TI,Breckelles Kansas-14 Brown Women Casual Boots,,37.99,,http://ecx.images-amazon.com/images/I/51w-dvnstCL._SY445_.jpg,{'Clothing': 525340},,,True,True,women,pics_boots/B006LR22TI.jpg
